shipper_name,recipient_name,count
C11-0000156-LIC (HTC SOLUTIONS INC.),"C11-0001144-LIC (ARTISAN CANNA CIGARS, LLC)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),C11-0001235-LIC (Green Rocket Design and Technology Corp.),1
C11-0000156-LIC (HTC SOLUTIONS INC.),C11-0001241-LIC (SIGNAL MANAGEMENT LLC),1
C11-0000156-LIC (HTC SOLUTIONS INC.),"C11-0001257-LIC (SYLMAR DISCOUNT COLLECTIVE, INC.)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),C11-0001267-LIC (Commerce on Demand LLC),1
C11-0000156-LIC (HTC SOLUTIONS INC.),"C12-0000030-LIC (Voyage Distribution, Inc.)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),"C12-0000161-LIC (BLAQSTAR WEST HOLDINGS, LLC)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),C12-0000267-LIC (MED X NOW),2
C11-0000156-LIC (HTC SOLUTIONS INC.),C8-0000008-LIC (BELCOSTA LABS LONG BEACH LLC),2
C11-0000156-LIC (HTC SOLUTIONS INC.),C8-0000104-LIC (CALIGREEN LABORATORY),3
C11-0000156-LIC (HTC SOLUTIONS INC.),"CCL18-0001171 (DewDrop Enterprise, LLC)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),CCL19-0000362 (HTC Solutions),1
C11-0000156-LIC (HTC SOLUTIONS INC.),"CCL19-0001581 (NZ Group, LLC)",2
C11-0000156-LIC (HTC SOLUTIONS INC.),CCL19-0001742 (Alkhemist LLC),1
C11-0000156-LIC (HTC SOLUTIONS INC.),CCL19-0001972 (Bay View Farms Inc.),1
C11-0000156-LIC (HTC SOLUTIONS INC.),"CCL19-0002527 (Sheldon KBK Enterprises, LLC)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),CCL19-0003094 (CannaPete),5
C11-0000156-LIC (HTC SOLUTIONS INC.),CCL19-0004335 (PERFECT KUSH COOPORATIVE CORPORATION),2
C11-0000156-LIC (HTC SOLUTIONS INC.),"CCL19-0005189 (WWCMC, Inc)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),CCL20-0002362 (Alkhemist LLC),1
C11-0000156-LIC (HTC SOLUTIONS INC.),CDPH-10003170 (Sublime Machining),1
C11-0000156-LIC (HTC SOLUTIONS INC.),"CDPH-10003287 (Anat Group, Inc.)",1
C11-0000156-LIC (HTC SOLUTIONS INC.),"CDPH-10003356 (Euphoric Life, Inc.)",2
C11-0000156-LIC (HTC SOLUTIONS INC.),"CDPH-10003455 (Optimal Growth Management, Inc.)",2
C11-0000164-LIC (LIGHT BOX LEASING CORP.),C11-0000314-LIC (Med For America Inc.),1
"C11-0000173-LIC (COASTAL BUSINESS DISTRIBUTION, LLC)",C9-0000320-LIC (IN DA CUT LLC),2
"C11-0000174-LIC (PUNCH MEDIA, LLC)",C9-0000320-LIC (IN DA CUT LLC),1
"C11-0000179-LIC (NORTHRIDGE CAREGIVERS CO-OP, INC.)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
"C11-0000187-LIC (Clearview Management Solutions, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0000187-LIC (Clearview Management Solutions, LLC)",C9-0000320-LIC (IN DA CUT LLC),2
C11-0000197-LIC (CIRCLE OF HOPE ALLIANCE),CDPH-10003462 (Baldwin Park TALE Corporation),1
"C11-0000199-LIC (P&B LABS HUMBOLDT, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",3
"C11-0000209-LIC (EDIBLES LIST, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
C11-0000213-LIC (WONDERLAND OASIS INC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C11-0000216-LIC (DELIVERMD),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
C11-0000222-LIC (BALL FAMILY FARMS COOPERATIVE),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",8
C11-0000222-LIC (BALL FAMILY FARMS CORPORATION),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",5
C11-0000224-LIC (OZ DISTRIBUTION INC.),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
"C11-0000235-LIC (JDI FARMS, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C11-0000245-LIC (KANAPLYA LLC),C9-0000320-LIC (IN DA CUT LLC),2
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C10-0000056-LIC (THE GREEN GODDESS, INC.)",2
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C10-0000513-LIC (THE NATURAL WAY OF LA),2
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C10-0000549-LIC (HOLISTIC HEALING ALTERNATIVE, INC.)",5
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C11-0000371-LIC (IRRATIONAL RACCOON LLC),2
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C11-0000532-LIC (TELOS CG DISTRIBUTION LLC),2
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C11-0000939-LIC (GREENFIELD ORGANIX),2
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C11-0000975-LIC (HERBL INC),1
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C11-0001255-LIC (Kiva Sales & Service, Inc)",13
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C11-0001274-LIC (NABITWO, LLC)",1
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C12-0000193-LIC (BEACH ENLIGHTENMENT AND COMPASSIONATE HEALING CORPORATION),2
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C12-0000237-LIC (BW MACAW GROUP, INC.)",6
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C12-0000266-LIC (WESTSIDE CAREGIVERS CLUB, INC.)",3
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C12-0000271-LIC (CANNACO RESEARCH CORPORATION),1
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C8-0000012-LIC (QC LABS),10
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C8-0000014-LIC (THINK20 LABS),8
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C8-0000014-LIC (THINK20 LABS, LLC)",5
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C8-0000068-LIC (CALIFORNIA CANNABIS TESTING LABS),13
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C9-0000104-LIC (OHANA GARDENS),3
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C9-0000215-LIC (HOMETOWN HEART),3
"C11-0000255-LIC (LADYBUG FARMS, LLC)",C9-0000295-LIC (Hometown Heart),3
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C9-0000298-LIC (CLEARLAKE GROWTH FUND II, INC)",2
"C11-0000255-LIC (LADYBUG FARMS, LLC)","C9-0000381-LIC (ELEMENT 7 SOUTH SAN FRANCISCO, LLC)",3
"C11-0000255-LIC (LADYBUG FARMS, LLC)",CCL18-0003236 (Green Sprouts LLC),1
"C11-0000255-LIC (LADYBUG FARMS, LLC)",CCL18-0003249 (Ladybug Farms LLC),11
"C11-0000256-LIC (CALIFORNIA LOYAL, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",9
"C11-0000256-LIC (CALIFORNIA LOYAL, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),5
"C11-0000258-LIC (YERBA BUENA LOGISTICS SERVICES, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",12
"C11-0000259-LIC (CSPA GROUP, INC.)",C11-0000314-LIC (Med For America Inc.),8
"C11-0000260-LIC (BOUTIQUE UNLIMITED DISTRIBUTION, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",24
C11-0000265-LIC (Crown Genetics LLC),C11-0000314-LIC (Med For America Inc.),5
"C11-0000266-LIC (RADIANT FARM, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",5
"C11-0000266-LIC (RADIANT FARM, INC.)",C11-0001267-LIC (Commerce on Demand LLC),1
C11-0000273-LIC (The Reefinery),C11-0001267-LIC (Commerce on Demand LLC),1
C11-0000276-LIC (BIG TREE INDUSTRIES),C11-0001267-LIC (Commerce on Demand LLC),1
C11-0000277-LIC (COACHELLA DISTRIBUTION CO.),CCL19-0000362 (HTC Solutions),1
C11-0000279-LIC (JDF CM1 LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000279-LIC (JDF CM1 LLC),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
"C11-0000282-LIC (Southern California Collective, A California Corporation)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0000285-LIC (POINT BAY DISTRIBUTORS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000286-LIC (KALI BOTANICALS),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
"C11-0000297-LIC (MARYS TECH CA, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",8
C11-0000302-LIC (THE HIGHER PATH PATIENTS' ASSOCIATION),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",8
C11-0000305-LIC (Euphoric Life Inc),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000305-LIC (Euphoric Life Inc),C11-0000156-LIC (HTC SOLUTIONS INC.),2
"C11-0000306-LIC (GP OPERATIONS, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",6
C11-0000308-LIC (CMCD CONSULTING LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000309-LIC (HUMBOLDT DISTRIBUTION COMPANY LLC),"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",2
C11-0000309-LIC (HUMBOLDT DISTRIBUTION COMPANY LLC),C11-0001267-LIC (Commerce on Demand LLC),4
C11-0000314-LIC (Med For America Inc.),C10-0000002-LIC (MONTEREY COUNTY PATIENTS GROUP INCORPORATED),1
C11-0000314-LIC (Med For America Inc.),"C10-0000003-LIC (OMEGA GROUP, INC.)",23
C11-0000314-LIC (Med For America Inc.),"C10-0000007-LIC (BLUE MOUNTAIN COLLECTIVE, INC.)",24
C11-0000314-LIC (Med For America Inc.),C10-0000009-LIC (HORIZON COLLECTIVE INC.),4
C11-0000314-LIC (Med For America Inc.),C10-0000009-LIC (HORIZON NONPROFIT COLLECTIVE),8
C11-0000314-LIC (Med For America Inc.),C10-0000016-LIC (MISSION HERBAL CARE INC),13
C11-0000314-LIC (Med For America Inc.),"C10-0000022-LIC (CALI KOSHER, INC)",31
C11-0000314-LIC (Med For America Inc.),"C10-0000023-LIC (SUNSET HERBAL CORNER, INC.)",15
C11-0000314-LIC (Med For America Inc.),C10-0000026-LIC (GOLD FLORA PARTNERS LLC),20
C11-0000314-LIC (Med For America Inc.),C10-0000027-LIC (BLUM SAN LEANDRO),2
C11-0000314-LIC (Med For America Inc.),"C10-0000030-LIC (DBO INVESTMENTS PH, LLC)",12
C11-0000314-LIC (Med For America Inc.),"C10-0000031-LIC (HUMBOLDT RELIEF, LLC)",31
C11-0000314-LIC (Med For America Inc.),C10-0000032-LIC (THE HEALING CENTER NEEDLES),11
C11-0000314-LIC (Med For America Inc.),C10-0000036-LIC (SUNDIAL COLLECTIVE),6
C11-0000314-LIC (Med For America Inc.),C10-0000038-LIC (LAKE ELSINORE COMMUNITY INVESTMENT CORPORATION),28
C11-0000314-LIC (Med For America Inc.),C10-0000041-LIC (SAN FERNANDO VALLEY PATIENTS COOPERATIVE),25
C11-0000314-LIC (Med For America Inc.),C10-0000043-LIC (JESSIE STREET COLLECTIVE LLC),25
C11-0000314-LIC (Med For America Inc.),C10-0000044-LIC (BUD AND BLOOM),12
C11-0000314-LIC (Med For America Inc.),C10-0000047-LIC (AGMD LOGISTICS LLC),1
C11-0000314-LIC (Med For America Inc.),"C10-0000050-LIC (PHC Facilities, Inc.)",9
C11-0000314-LIC (Med For America Inc.),"C10-0000052-LIC (SAN DIEGO NATURAL, INC.)",12
C11-0000314-LIC (Med For America Inc.),"C10-0000054-LIC (ONESRA ENTERPRISES, INC.)",31
C11-0000314-LIC (Med For America Inc.),C10-0000055-LIC (Rajwinder Bal),4
C11-0000314-LIC (Med For America Inc.),"C10-0000056-LIC (THE GREEN GODDESS, INC.)",41
C11-0000314-LIC (Med For America Inc.),"C10-0000059-LIC (VALLEY PURE,LLC)",40
C11-0000314-LIC (Med For America Inc.),C10-0000062-LIC (Coastal Dispensary LLC),3
C11-0000314-LIC (Med For America Inc.),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
C11-0000314-LIC (Med For America Inc.),"C10-0000065-LIC (HOMEOPATHIC CULTIVATION COOPERATIVE, INC)",12
C11-0000314-LIC (Med For America Inc.),"C10-0000065-LIC (HOMEOPATHIC CULTIVATION, INC)",3
C11-0000314-LIC (Med For America Inc.),C10-0000068-LIC (HAH 5 LLC),1
C11-0000314-LIC (Med For America Inc.),C10-0000071-LIC (Mary Jane's Collective Caregivers),5
C11-0000314-LIC (Med For America Inc.),C10-0000072-LIC (McFlower Corporation),88
C11-0000314-LIC (Med For America Inc.),C10-0000073-LIC (BLACK OAK GALLERY),5
C11-0000314-LIC (Med For America Inc.),"C10-0000076-LIC (VALLEY GREENS RETAIL OUTLET, INC.)",45
C11-0000314-LIC (Med For America Inc.),"C10-0000078-LIC (ESHD, INC)",3
C11-0000314-LIC (Med For America Inc.),C10-0000080-LIC (SOCAL'S CHOICE INC),65
C11-0000314-LIC (Med For America Inc.),"C10-0000081-LIC (DELTA 9 THC, LLC)",3
C11-0000314-LIC (Med For America Inc.),"C10-0000084-LIC (THE COACHELLA LIGHTHOUSE, LLC)",33
C11-0000314-LIC (Med For America Inc.),C10-0000085-LIC (MISSION HILLS PATIENT COLLECTIVE),11
C11-0000314-LIC (Med For America Inc.),C10-0000088-LIC (HONEYDEW SOLUTIONS CORP),4
C11-0000314-LIC (Med For America Inc.),C10-0000089-LIC (420 EXPRESS DELIVERY INC),10
C11-0000314-LIC (Med For America Inc.),"C10-0000091-LIC (SMH RESOURCES, INC.)",31
C11-0000314-LIC (Med For America Inc.),"C10-0000092-LIC (IE GARDENS, INC.)",25
